Event Code;Date;Time;Lane/order;Bib No;;;;;;;
21;31.08.2019;04:40;;;;;;400;4 x 100 m kluby Muži Beh 01;;On line system .s.r.o.
;;;3;31;Fendek;Jakub;DUKBB
;;;7;169;Èerevka;Kristián;STUKE
;;;4;23;Volko;Ján;ACSNR
;;;6;70;Fronc;Dominik;NRSOG
;;;2;127;Beladiè;Samuel;STUBA
;;;5;194;Bujna;Šimon;UKBLA
35;31.08.2019;04:40;;;;;;400;4 x 100 m kluby Muži Beh 02;;On line system .s.r.o.
;;;5;90;Vánovský;Marián;NRSOG
;;;4;128;Beloš;Adam;STUBA
;;;3;21;Táborský;Pavol;ACSNR
;;;2;179;Staš;Marek;STUKE
;;;6;36;Kubovèík;Michal;DUKBB
23;31.08.2019;04:50;;;;;;400;4 x 100 m kluby Ženy Beh 01;;On line system .s.r.o.
;;;6;230;Ïurkechová;Zuzana;ZTSDU
;;;7;192;Strýèková;Viktória;STUKE
;;;2;214;Kouøilová;Emma;UKBLA
;;;3;158;Cheremisna;Anastasiya;STUBA
;;;4;63;Velïáková;Dana;DUKBB
;;;5;94;Forster;Viktória;NRSOG
36;31.08.2019;04:50;;;;;;400;4 x 100 m kluby Ženy Beh 02;;On line system .s.r.o.
;;;5;97;Holešová;Natália;NRSOG
;;;6;190;Miklová;Marietta;STUKE
;;;3;156;Èermáková;Adela;STUBA
;;;4;57;Pavelicová;Adriana;DUKBB
14;31.08.2019;05:00;;;;;;1600;4 x 400 m kluby Muži Beh 01;;On line system .s.r.o.
;;;3;33;Hrudkay;Oliver;DUKBB
;;;2;177;Revaj;Erik;STUKE
;;;5;128;Beloš;Adam;STUBA
;;;7;197;Drábek;Michal;UKBLA
;;;4;6;Danáè;Denis;ACSNR
;;;6;80;Kutruc;Tomáš;NRSOG
37;31.08.2019;05:00;;;;;;1600;4 x 400 m kluby Muži Beh 02;;On line system .s.r.o.
;;;3;11;Lopúch;Adam;ACSNR
;;;5;91;Vojtek;Jakub;NRSOG
;;;4;143;Lúža;Maroš;STUBA
24;31.08.2019;05:10;;;;;;1600;4 x 400 m kluby Ženy Beh;;On line system .s.r.o.
;;;6;238;Šamudovská;Martina;ZTSDU
;;;2;191;Paulínyová;Emma;STUKE
;;;4;59;Putalová;Iveta;DUKBB
;;;7;161;Keszeghová;Lucia;STUBA
;;;3;166;Nikolenko;Viktoriya;STUBA
;;;1;97;Holešová;Natália;NRSOG
;;;5;114;Zapletalová;Emma;NRSOG
