Event Code;Date;Time;Lane/order;Bib No;;;;;;;
88;20.09.2020;02:30;;;;;;5000;5000 m Juniori Beh;;On line system .s.r.o.
;;;1;6;Ondroviè;Marek;ACMAL
;;;7;651;Barto;Aurel;ZPLUC
;;;4;666;Ulbricht;Adam;ZTSMT
;;;9;40;Szarka;Gerg;ACNZA
;;;2;360;Stanik;Michal;LYSPM
;;;3;664;Kubièka;Lukáš;ZTSMT
;;;6;674;Baroòák;Pavol;ZVLKM
;;;8;203;Gregor;Matej;BEKBB
;;;5;280;Jakubík;Tomáš;DRUPY
89;20.09.2020;02:55;;;;;;1200;4 x 300 m kluby Staršie žiaèky Beh 01;;On line system .s.r.o.
;;;1;20;Slezáková;Rebecca;ACMAL
;;;8;319;Ivanèová;Michaela;HACHU
;;;6;214;Halásová;Nikola;BOJNI
;;;3;162;Mlíchová;Kamila;ASKTT
;;;5;69;Vogelová;Anna Alžbeta;ACSNR
;;;7;407;Trgová;Viktória;NASAA
;;;2;607;Vašková;Dorota;STUKE
;;;4;48;Mokryšová;Paulína;ACNZA
107;20.09.2020;02:55;;;;;;1200;4 x 300 m kluby Staršie žiaèky Beh 02;;On line system .s.r.o.
;;;5;338;Lukašíková;Beáta;JOMAC
;;;6;630;Mikuštiaková;Mia;UMBBB
;;;4;570;Chernová;Tatiana;STUBA
;;;3;277;Urbánková;Ruthy;DANZV
90;20.09.2020;03:05;;;;;;1200;4 x 300 m kluby Starší žiaci Beh;;On line system .s.r.o.
;;;2;237;Klofáè;Filip;BRCVC
;;;7;93;Takács;András;ALKMO
;;;6;621;Bizoò;Branislav;UMBBB
;;;3;489;Varhaník;Martin;SLATN
;;;5;33;Nagy;Ákos;ACNZA
;;;1;25;Csikós;Peter;ACNZA
;;;4;138;Hrubala;Filip Martin;ASKTT
91;20.09.2020;03:20;;;;;;1600;4 x 400 m kluby Juniorky Beh;;On line system .s.r.o.
;;;4;439;Švecová;Andrea;NRSOG
;;;5;565;Behúòová;Tamara;STUBA
;;;3;594;Fotulová;Mia;STUKE
;;;2;276;Murgašová;Ema;DANZV
92;20.09.2020;03:30;;;;;;1600;4 x 400 m kluby Juniori Beh;;On line system .s.r.o.
;;;7;643;Michalek;Juraj;VITAL
;;;2;312;Jakubov;Miloš;HACHU
;;;5;288;Hrudkay;Oliver;DUKBB
;;;3;488;Ševèík;Lukáš;SLATN
;;;6;133;Bartek;Denis;ASKTT
;;;4;418;Kutruc;Tomáš;NRSOG
