Event Code;Date;Time;Lane/order;Bib No;;;;;;;
83;06.09.2020;02:30;;;;;;5000;chôdza dráha 5000 m Dorastenci Beh;;On line system .s.r.o.
;;;3;150;Duda;Michal;BCFBB
;;;8;155;Simons;Brook;BCFBB
;;;6;154;Pastorek;Richard;BCFBB
;;;5;152;Krestianko;Filip;BCFBB
;;;1;153;Nemèok;Patrik;BCFBB
;;;7;148;Bátovský;Jakub;BCFBB
;;;2;531;Mencel;Tomáš;ZTSMT
;;;4;532;Nosá¾;Adam;ZTSMT
82;06.09.2020;02:30;;;;;;5000;chôdza dráha 5000 m Muži 20-22 rokov Beh;;On line system .s.r.o.
;;;2;442;Poláèek;Milan;STUBA
;;;1;520;Kubiš;¼ubomír;ZTSDU
85;06.09.2020;03:00;;;;;;5000;chôdza dráha 5000 m Dorastenky Beh;;On line system .s.r.o.
;;;2;330;Avenová;Paulína;NRSOG
;;;6;156;Brnáková;Barbora;BCFBB
;;;3;537;Dudová;Ivana;ZTSMT
;;;5;540;Hubcejová;Laura;ZTSMT
;;;4;480;Hakulinová;Stanislava;STUKE
;;;1;477;Devaldová;Karin;STUKE
84;06.09.2020;03:00;;;;;;5000;chôdza dráha 5000 m Ženy 20-22 rokov Beh;;On line system .s.r.o.
;;;1;158;Ševèíková;Nikoleta;BCFBB
