Event Code;Date;Time;Lane/order;Bib No;;;;;;;
44;25.01.2020;04:30;;;;;;500;500 m Juniorky Beh;;On line system .s.r.o.
;;;4;160;Zabloudilová;Eva;AK0023
45;25.01.2020;04:30;;;;;;500;500 m Dorastenky Beh 01;;On line system .s.r.o.
;;;5;78;Dobák;Panna;AK0008
;;;1;31;Klojènik;Petja;AK0002
;;;3;159;Rupp;Leonie;AK0022
;;;2;295;Švecová;Andrea;NRSOG
82;25.01.2020;04:30;;;;;;500;500 m Dorastenky Beh 02;;On line system .s.r.o.
;;;1;326;Šarinová;Daniela;SLATN
;;;2;221;Masárová;Laura;ASHBA
;;;3;272;Cápayová;Mária;NASAA
;;;4;305;Hrajnohová;Simona;SKJAB
47;25.01.2020;04:45;;;;;;500;500 m Dorastenci Beh;;On line system .s.r.o.
;;;3;9;Palaky;Arnold;ACNZA
;;;1;10;Valo;Marek;ACNZA
;;;4;332;Hudec;Matej;SNPZH
;;;2;220;Rojík;Matúš;ASHBA
46;25.01.2020;04:45;;;;;;500;500 m Juniori Beh;;On line system .s.r.o.
;;;4;47;Pecha;Martin;AK0004
;;;3;108;Zajíc;Tomáš;AK0012
48;25.01.2020;04:55;;;;;;300;300 m Juniorky Beh 01;;On line system .s.r.o.
;;;4;229;Kudlová;Denisa;ASKTT
;;;2;66;Nagy;Pálma;AK0006
;;;3;56;Novosadová;Jitka;AK0004
49;25.01.2020;04:55;;;;;;300;300 m Dorastenky Beh 01;;On line system .s.r.o.
;;;1;369;Andrushchak;Olena;STUKE
;;;4;110;Mitanová;Karolína;AK0012
;;;3;64;Koller;Dorina;AK0006
;;;2;167;Fekete;Júlia;AK0024
83;25.01.2020;04:55;;;;;;300;300 m Dorastenky Beh 02;;On line system .s.r.o.
;;;1;286;Batyková;Sofia;NRSOG
;;;4;273;Èederlová;Ela;NASAA
;;;3;80;Grubits;Lili;AK0008
;;;2;92;Kántor;Piros;AK0009
88;25.01.2020;04:55;;;;;;300;300 m Juniorky Beh 02;;On line system .s.r.o.
;;;3;33;Rudolf;Nadja;AK0002
;;;4;291;Ištvánová;Katarína;NRSOG
;;;2;293;Lackovièová;Simona;NRSOG
84;25.01.2020;04:55;;;;;;300;300 m Dorastenky Beh 03;;On line system .s.r.o.
;;;3;292;Kusyová;Janka;NRSOG
;;;1;370;Brachová;Viktória;STUKE
;;;4;400;Urbanovská;Lilly;ZTSMT
;;;2;124;Kovács;Noémi;AK0013
89;25.01.2020;04:55;;;;;;300;300 m Juniorky Beh 03;;On line system .s.r.o.
;;;2;386;Lepotová;Amália;UKBLA
;;;4;158;Braun;Nora;AK0022
;;;3;160;Zabloudilová;Eva;AK0023
85;25.01.2020;04:55;;;;;;300;300 m Dorastenky Beh 04;;On line system .s.r.o.
;;;4;253;Polovková;Bianka;HACHU
;;;1;374;Kolláriková;Simonetta;STUKE
;;;3;122;Kerékgyártó;Dóra;AK0013
;;;2;53;Kovaèièová;Barbora;AK0004
86;25.01.2020;04:55;;;;;;300;300 m Dorastenky Beh 05;;On line system .s.r.o.
;;;3;2;Brandisová;Nicola;ACMAL
;;;1;376;Luptáková;Kristína;STUKE
;;;4;181;Adámi;Dalma;AK0026
;;;2;30;Herman;Alina;AK0002
87;25.01.2020;04:55;;;;;;300;300 m Dorastenky Beh 06;;On line system .s.r.o.
;;;4;377;Semanova;Jaroslava;STUKE
;;;1;326;Šarinová;Daniela;SLATN
;;;2;323;Srholcová;Karolína;SLATN
;;;3;65;Kovács;Anna;AK0006
50;25.01.2020;05:15;;;;;;300;300 m Juniori Beh 01;;On line system .s.r.o.
;;;4;249;Jakubov;Miloš;HACHU
;;;1;366;Patarák;Matúš;STUKE
;;;2;61;Csányi;Krisztofer;AK0006
;;;3;37;Holub;Martin;AK0003
51;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 01;;On line system .s.r.o.
;;;1;361;Èerevka;Kristián;STUKE
;;;2;39;Sychra;Adam;AK0003
;;;3;62;Petõ;András;AK0006
;;;4;214;Nemec;Jakub;AOPKE
90;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 02;;On line system .s.r.o.
;;;1;344;Drobný;Jakub;STUBA
;;;3;222;Bartek;Denis;ASKTT
;;;4;28;Vidoviè;Valentin;AK0002
;;;2;76;Mészáros;Balázs;AK0008
101;25.01.2020;05:15;;;;;;300;300 m Juniori Beh 02;;On line system .s.r.o.
;;;2;341;Bellus;Štefan;STUBA
;;;1;232;Perrone;Adriano;ATLBA
;;;3;154;Pecha;Martin;AK0020
;;;4;49;Stehno;Roman;AK0004
91;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 03;;On line system .s.r.o.
;;;3;224;Henry;Franklin;ASKTT
;;;2;85;Helter;Dániel;AK0009
;;;4;67;Csikós;Mihály;AK0007
;;;1;162;Hendlein;Dominik;AK0024
102;25.01.2020;05:15;;;;;;300;300 m Juniori Beh 03;;On line system .s.r.o.
;;;4;231;Cerula;Samuel;ATLBA
;;;1;367;Sedlák;Erik;STUKE
;;;2;382;Drábek;Michal;UKBLA
;;;3;301;Bugna;¼uboš;RUNPE
92;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 04;;On line system .s.r.o.
;;;1;311;Jarábek;Marco;SLATN
;;;2;9;Palaky;Arnold;ACNZA
;;;3;36;Doèkal;Petr;AK0003
;;;4;74;Kovács;Bence;AK0008
103;25.01.2020;05:15;;;;;;300;300 m Juniori Beh 04;;On line system .s.r.o.
;;;4;207;Legnavský;Bernard;AKSNV
;;;3;363;Jelínek;Rastislav;STUKE
;;;2;383;Mizner;Martin;UKBLA
93;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 05;;On line system .s.r.o.
;;;3;15;Labuda;Dominik;ACSNR
;;;1;226;Kroèka;Marek;ASKTT
;;;4;22;Beber;Jurij;AK0002
;;;2;106;Bachan;Petr;AK0012
104;25.01.2020;05:15;;;;;;300;300 m Juniori Beh 05;;On line system .s.r.o.
;;;2;251;Olenoèin;Šimon;HACHU
;;;4;302;Obcoviè;Peter;SKJAB
;;;3;171;Normann;Márton;AK0025
94;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 06;;On line system .s.r.o.
;;;2;247;Basoš;Marco;HACHU
;;;4;368;Váòa;Lukáš;STUKE
;;;1;334;Lipták;Aurel;SNPZH
;;;3;268;Haraslin;Roman;NASAA
105;25.01.2020;05:15;;;;;;300;300 m Juniori Beh 06;;On line system .s.r.o.
;;;2;115;Molnár;Attila;AK0013
;;;4;96;Farkas;Bence;AK0010
95;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 07;;On line system .s.r.o.
;;;1;285;Vojtek;Jakub;NRSOG
;;;3;8;Muránsky;Milan;ACNZA
;;;4;101;Barbalics;Bálint;AK0011
;;;2;77;Nagy;Dávid;AK0008
96;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 08;;On line system .s.r.o.
;;;1;280;Èulák;Tomáš;NRSOG
;;;4;95;Erát;Kristóf;AK0010
;;;3;186;Fodor;Péter;AK0027
;;;2;44;Havelka;Adam;AK0004
97;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 09;;On line system .s.r.o.
;;;4;256;Šimek;Dávid;ICSAZ
;;;1;351;Minár;Šimon;STUBA
;;;3;362;Haják;Juraj;STUKE
;;;2;63;Vass;Gergely;AK0006
98;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 10;;On line system .s.r.o.
;;;4;17;Lopúch;Adam;ACSNR
;;;2;360;Cesnak;Jakub;STUKE
;;;1;270;Paško;Adam;NASAA
;;;3;103;Németh;Dávid Bence;AK0011
99;25.01.2020;05:15;;;;;;300;300 m Dorastenci Beh 11;;On line system .s.r.o.
;;;2;284;Špak;Filip;NRSOG
;;;4;248;Basoš;Martin;HACHU
;;;1;342;Bugár;Andrej;STUBA
;;;3;102;Boda;Huba;AK0011
52;25.01.2020;05:50;;;;;;300;300 m Ženy Beh;;On line system .s.r.o.
53;25.01.2020;05:55;;;;;;300;300 m Muži Beh 01;;On line system .s.r.o.
;;;1;395;Labo;Dávid;ZTSDU
;;;3;254;Boda;Boldizsár;HUN
106;25.01.2020;05:55;;;;;;300;300 m Muži Beh 02;;On line system .s.r.o.
;;;4;349;Lúža;Maroš;STUBA
;;;1;352;Polák;Jakub;STUBA
;;;2;255;Papp;Bence;HUN
;;;3;406;Mészáros;Lukáš;ATLBA
